datetime,stock_id,side,reason,price,shares,fee,tax,cash_after,pnl,return_pct
2022-08-23 10:00:00,2736,sell,stop,26.2,1883,19.684505400000003,148.0038,240512.74364595005,-846.6857717500025,-0.016929111574500656
2022-08-24 09:00:00,8097,buy,confirm_breakout,86.8,576,19.948723200000003,0.0,190495.99492275005,,
2022-08-24 10:00:00,2474,buy,confirm_breakout,181.0,276,19.932444000000004,0.0,140520.06247875004,,
2022-08-24 10:00:00,6617,sell,stop,398.5,123,19.5571845,147.0465,189368.95879425004,-985.979869499999,-0.0197849366744644
2022-08-25 10:00:00,8234,sell,stop,33.1,1457,19.242453300000005,144.6801,237431.73624095003,-1932.262618199995,-0.03864908630319466
2022-08-25 11:00:00,1513,buy,pullback_contract,65.2,766,19.927336800000003,0.0,187468.60890415002,,
2022-08-25 11:00:00,1539,buy,pullback_contract,48.45,1031,19.930828050000006,0.0,137496.72807610003,,
2022-08-25 11:00:00,1789,buy,pullback_contract,28.0,1785,19.942020000000003,0.0,87496.78605610003,,
2022-08-25 11:00:00,3047,buy,pullback_contract,18.3,2732,19.9482444,0.0,37481.237811700026,,
2022-08-25 11:00:00,3162,buy,pullback_contract,49.85,751,14.937502650000003,0.0,28.95030905002932,,
2022-08-25 11:00:00,3252,buy,pullback_contract,23.7,1,0.0094563,0.0,5.240852750029319,,
2022-08-26 11:00:00,1513,sell,stop,64.3,766,19.6522662,147.76139999999998,49091.627186550024,-876.7410030000101,-0.0175477607134142
2022-08-26 11:00:00,3252,buy,confirm_breakout,25.0,1962,19.570950000000003,0.0,22.05623655002273,,
2022-08-29 09:00:00,1468,buy,confirm_breakout,13.2,1,0.0052668,0.0,8.850969750022733,,
2022-08-29 09:00:00,8097,sell,stop,79.9,1167,37.2040767,279.7299,92935.21699305002,-7108.9321413,-0.07106423704163731
2022-08-29 10:00:00,3252,sell,stop,23.1,1963,18.092774700000003,136.0359,138126.38831835001,-3902.1090810000023,-0.07948356778577086
