,sector,pair,performance
0,Ethereum Ecosystem,"('ETHUSDT', 'STETHUSDT')","{'totalReturn': np.float64(43722.53194447981), 'totalProfitfee': np.float64(43722.53194447981), 'AnnualizedReturn': np.float64(262695.04789687454), 'Win Rate': 0.2674897119341564, 'SharpeRatio': np.float64(0.2757627208102134), 'SortinoRatio': np.float64(0.3502085949928919), 'ProfitFactor': np.float64(5.834891387517817), 'MaxDrawdown': np.float64(-0.0)}"
1,Ethereum Ecosystem,"('ETHUSDT', 'STETHUSDT')","{'totalReturn': np.float64(33500.3274965201), 'totalProfitfee': np.float64(33500.3274965201), 'AnnualizedReturn': np.float64(201277.68783917424), 'Win Rate': 0.24279835390946503, 'SharpeRatio': np.float64(0.2845367829753038), 'SortinoRatio': np.float64(0.37350528143949646), 'ProfitFactor': np.float64(5.902854205830506), 'MaxDrawdown': np.float64(-0.0)}"
2,Ethereum Ecosystem,"('ETHUSDT', 'STETHUSDT')","{'totalReturn': np.float64(21591.60648979315), 'totalProfitfee': np.float64(21591.60648979315), 'AnnualizedReturn': np.float64(129727.34763414814), 'Win Rate': 0.21467764060356653, 'SharpeRatio': np.float64(0.26088483004452917), 'SortinoRatio': np.float64(0.3001175965053835), 'ProfitFactor': np.float64(4.327388669533715), 'MaxDrawdown': np.float64(-0.0)}"
3,Ethereum Ecosystem,"('ETHUSDT', 'STETHUSDT')","{'totalReturn': np.float64(21282.205943515146), 'totalProfitfee': np.float64(21282.205943515146), 'AnnualizedReturn': np.float64(127868.39784992638), 'Win Rate': 0.13168724279835392, 'SharpeRatio': np.float64(0.16987211218341733), 'SortinoRatio': np.float64(0.15184306120309904), 'ProfitFactor': np.float64(4.789932594422654), 'MaxDrawdown': np.float64(-0.0)}"
4,Wormhole Assets,"('LDOUSDT', 'USDCUSDT')","{'totalReturn': np.float64(13369.527947002232), 'totalProfitfee': np.float64(13369.527947002232), 'AnnualizedReturn': np.float64(80327.2049490669), 'Win Rate': 0.13031550068587106, 'SharpeRatio': np.float64(0.06879277300445545), 'SortinoRatio': np.float64(0.06235617901615233), 'ProfitFactor': np.float64(1.5799364875595145), 'MaxDrawdown': np.float64(-0.0)}"
5,Ethereum Ecosystem,"('LDOUSDT', 'USDCUSDT')","{'totalReturn': np.float64(13369.527947002232), 'totalProfitfee': np.float64(13369.527947002232), 'AnnualizedReturn': np.float64(80327.2049490669), 'Win Rate': 0.13031550068587106, 'SharpeRatio': np.float64(0.06879277300445545), 'SortinoRatio': np.float64(0.06235617901615233), 'ProfitFactor': np.float64(1.5799364875595145), 'MaxDrawdown': np.float64(-0.0)}"
6,Polygon Ecosystem,"('LDOUSDT', 'USDCUSDT')","{'totalReturn': np.float64(13369.527947002232), 'totalProfitfee': np.float64(13369.527947002232), 'AnnualizedReturn': np.float64(80327.2049490669), 'Win Rate': 0.13031550068587106, 'SharpeRatio': np.float64(0.06879277300445545), 'SortinoRatio': np.float64(0.06235617901615233), 'ProfitFactor': np.float64(1.5799364875595145), 'MaxDrawdown': np.float64(-0.0)}"
7,Arbitrum Ecosystem,"('LDOUSDT', 'USDCUSDT')","{'totalReturn': np.float64(13369.527947002232), 'totalProfitfee': np.float64(13369.527947002232), 'AnnualizedReturn': np.float64(80327.2049490669), 'Win Rate': 0.13031550068587106, 'SharpeRatio': np.float64(0.06879277300445545), 'SortinoRatio': np.float64(0.06235617901615233), 'ProfitFactor': np.float64(1.5799364875595145), 'MaxDrawdown': np.float64(-0.0)}"
8,Optimism Ecosystem,"('LDOUSDT', 'USDCUSDT')","{'totalReturn': np.float64(13369.527947002232), 'totalProfitfee': np.float64(13369.527947002232), 'AnnualizedReturn': np.float64(80327.2049490669), 'Win Rate': 0.13031550068587106, 'SharpeRatio': np.float64(0.06879277300445545), 'SortinoRatio': np.float64(0.06235617901615233), 'ProfitFactor': np.float64(1.5799364875595145), 'MaxDrawdown': np.float64(-0.0)}"
9,Linea Ecosystem,"('LDOUSDT', 'USDCUSDT')","{'totalReturn': np.float64(13369.527947002232), 'totalProfitfee': np.float64(13369.527947002232), 'AnnualizedReturn': np.float64(80327.2049490669), 'Win Rate': 0.13031550068587106, 'SharpeRatio': np.float64(0.06879277300445545), 'SortinoRatio': np.float64(0.06235617901615233), 'ProfitFactor': np.float64(1.5799364875595145), 'MaxDrawdown': np.float64(-0.0)}"
10,Ethereum Ecosystem,"('ETHUSDT', 'STETHUSDT')","{'totalReturn': np.float64(11656.02220768737), 'totalProfitfee': np.float64(11656.02220768737), 'AnnualizedReturn': np.float64(70032.06758528214), 'Win Rate': 0.12071330589849108, 'SharpeRatio': np.float64(0.19900641802002905), 'SortinoRatio': np.float64(0.18060193771890795), 'ProfitFactor': np.float64(4.4344937056715015), 'MaxDrawdown': np.float64(-0.0)}"
11,DePIN,"('GRTUSDT', 'JASMYUSDT')","{'totalReturn': np.float64(7904.1890066154065), 'totalProfitfee': np.float64(7904.1890066154065), 'AnnualizedReturn': np.float64(47490.18909324483), 'Win Rate': 0.02606310013717421, 'SharpeRatio': np.float64(0.0682654510112559), 'SortinoRatio': np.float64(0.053381725932205075), 'ProfitFactor': np.float64(3.602333267793501), 'MaxDrawdown': np.float64(-0.0)}"
12,Ethereum Ecosystem,"('GRTUSDT', 'JASMYUSDT')","{'totalReturn': np.float64(7904.1890066154065), 'totalProfitfee': np.float64(7904.1890066154065), 'AnnualizedReturn': np.float64(47490.18909324483), 'Win Rate': 0.02606310013717421, 'SharpeRatio': np.float64(0.0682654510112559), 'SortinoRatio': np.float64(0.053381725932205075), 'ProfitFactor': np.float64(3.602333267793501), 'MaxDrawdown': np.float64(-0.0)}"
13,Smart Contract Platform,"('XECUSDT', 'ZILUSDT')","{'totalReturn': np.float64(6108.2062989835085), 'totalProfitfee': np.float64(6108.2062989835085), 'AnnualizedReturn': np.float64(36699.51109677335), 'Win Rate': 0.2997256515775034, 'SharpeRatio': np.float64(0.04050707897173502), 'SortinoRatio': np.float64(0.04694445027735905), 'ProfitFactor': np.float64(1.2545588758732138), 'MaxDrawdown': np.float64(-0.0)}"
14,NFT,"('GODSUSDT', 'MANAUSDT')","{'totalReturn': np.float64(6098.988696482489), 'totalProfitfee': np.float64(6098.988696482489), 'AnnualizedReturn': np.float64(36644.129616726066), 'Win Rate': 0.06172839506172839, 'SharpeRatio': np.float64(0.06418789288942728), 'SortinoRatio': np.float64(0.04123304967876538), 'ProfitFactor': np.float64(2.199250241437436), 'MaxDrawdown': np.float64(-0.0)}"
15,Gaming (GameFi),"('GODSUSDT', 'MANAUSDT')","{'totalReturn': np.float64(6098.988696482489), 'totalProfitfee': np.float64(6098.988696482489), 'AnnualizedReturn': np.float64(36644.129616726066), 'Win Rate': 0.06172839506172839, 'SharpeRatio': np.float64(0.06418789288942728), 'SortinoRatio': np.float64(0.04123304967876538), 'ProfitFactor': np.float64(2.199250241437436), 'MaxDrawdown': np.float64(-0.0)}"
16,Play To Earn,"('GODSUSDT', 'MANAUSDT')","{'totalReturn': np.float64(6098.988696482489), 'totalProfitfee': np.float64(6098.988696482489), 'AnnualizedReturn': np.float64(36644.129616726066), 'Win Rate': 0.06172839506172839, 'SharpeRatio': np.float64(0.06418789288942728), 'SortinoRatio': np.float64(0.04123304967876538), 'ProfitFactor': np.float64(2.199250241437436), 'MaxDrawdown': np.float64(-0.0)}"
17,Automated Market Maker (AMM),"('1INCHUSDT', 'IZIUSDT')","{'totalReturn': np.float64(5715.497799680867), 'totalProfitfee': np.float64(5715.497799680867), 'AnnualizedReturn': np.float64(34340.027932238954), 'Win Rate': 0.2962962962962963, 'SharpeRatio': np.float64(0.03920268257618532), 'SortinoRatio': np.float64(0.04552464867426672), 'ProfitFactor': np.float64(1.1526314074646795), 'MaxDrawdown': np.float64(-0.0)}"
18,Automated Market Maker (AMM),"('CRVUSDT', 'IZIUSDT')","{'totalReturn': np.float64(5630.41227855117), 'totalProfitfee': np.float64(5630.41227855117), 'AnnualizedReturn': np.float64(33828.81451310579), 'Win Rate': 0.3676268861454047, 'SharpeRatio': np.float64(0.037624549025487966), 'SortinoRatio': np.float64(0.05399100258650638), 'ProfitFactor': np.float64(1.163140391520278), 'MaxDrawdown': np.float64(-0.0)}"
19,Energi Ecosystem,"('CRVUSDT', 'HOTUSDT')","{'totalReturn': np.float64(5628.323875383665), 'totalProfitfee': np.float64(5628.323875383665), 'AnnualizedReturn': np.float64(33816.266905597324), 'Win Rate': 0.09396433470507544, 'SharpeRatio': np.float64(0.04153467624455808), 'SortinoRatio': np.float64(0.02756497154527547), 'ProfitFactor': np.float64(1.3283609978824533), 'MaxDrawdown': np.float64(-0.0)}"
20,Sora Ecosystem,"('CRVUSDT', 'HOTUSDT')","{'totalReturn': np.float64(5628.323875383665), 'totalProfitfee': np.float64(5628.323875383665), 'AnnualizedReturn': np.float64(33816.266905597324), 'Win Rate': 0.09396433470507544, 'SharpeRatio': np.float64(0.04153467624455808), 'SortinoRatio': np.float64(0.02756497154527547), 'ProfitFactor': np.float64(1.3283609978824533), 'MaxDrawdown': np.float64(-0.0)}"
21,Decentralized Finance (DeFi),"('SNXUSDT', 'UMAUSDT')","{'totalReturn': np.float64(5189.282235288029), 'totalProfitfee': np.float64(5189.282235288029), 'AnnualizedReturn': np.float64(31178.403553582397), 'Win Rate': 0.4540466392318244, 'SharpeRatio': np.float64(0.04122461496989021), 'SortinoRatio': np.float64(0.07686754650370028), 'ProfitFactor': np.float64(1.1676483790629888), 'MaxDrawdown': np.float64(-0.0)}"
22,Derivatives,"('SNXUSDT', 'UMAUSDT')","{'totalReturn': np.float64(5189.282235288029), 'totalProfitfee': np.float64(5189.282235288029), 'AnnualizedReturn': np.float64(31178.403553582397), 'Win Rate': 0.4540466392318244, 'SharpeRatio': np.float64(0.04122461496989021), 'SortinoRatio': np.float64(0.07686754650370028), 'ProfitFactor': np.float64(1.1676483790629888), 'MaxDrawdown': np.float64(-0.0)}"
23,Synthetic Issuer,"('SNXUSDT', 'UMAUSDT')","{'totalReturn': np.float64(5189.282235288029), 'totalProfitfee': np.float64(5189.282235288029), 'AnnualizedReturn': np.float64(31178.403553582397), 'Win Rate': 0.4540466392318244, 'SharpeRatio': np.float64(0.04122461496989021), 'SortinoRatio': np.float64(0.07686754650370028), 'ProfitFactor': np.float64(1.1676483790629888), 'MaxDrawdown': np.float64(-0.0)}"
24,Avalanche Ecosystem,"('SNXUSDT', 'UMAUSDT')","{'totalReturn': np.float64(5189.282235288029), 'totalProfitfee': np.float64(5189.282235288029), 'AnnualizedReturn': np.float64(31178.403553582397), 'Win Rate': 0.4540466392318244, 'SharpeRatio': np.float64(0.04122461496989021), 'SortinoRatio': np.float64(0.07686754650370028), 'ProfitFactor': np.float64(1.1676483790629888), 'MaxDrawdown': np.float64(-0.0)}"
25,Smart Contract Platform,"('DYDXUSDT', 'WEMIXUSDT')","{'totalReturn': np.float64(4981.8749991524855), 'totalProfitfee': np.float64(4981.8749991524855), 'AnnualizedReturn': np.float64(29932.253081327694), 'Win Rate': 0.2366255144032922, 'SharpeRatio': np.float64(0.0452045329211198), 'SortinoRatio': np.float64(0.04894706144215447), 'ProfitFactor': np.float64(1.199948986972722), 'MaxDrawdown': np.float64(-0.0)}"
26,Layer 1 (L1),"('DYDXUSDT', 'WEMIXUSDT')","{'totalReturn': np.float64(4981.8749991524855), 'totalProfitfee': np.float64(4981.8749991524855), 'AnnualizedReturn': np.float64(29932.253081327694), 'Win Rate': 0.2366255144032922, 'SharpeRatio': np.float64(0.0452045329211198), 'SortinoRatio': np.float64(0.04894706144215447), 'ProfitFactor': np.float64(1.199948986972722), 'MaxDrawdown': np.float64(-0.0)}"
27,Decentralized Finance (DeFi),"('SNXUSDT', 'ZRXUSDT')","{'totalReturn': np.float64(4868.2236759028365), 'totalProfitfee': np.float64(4868.2236759028365), 'AnnualizedReturn': np.float64(29249.409739992352), 'Win Rate': 0.07956104252400549, 'SharpeRatio': np.float64(0.06043212187705959), 'SortinoRatio': np.float64(0.05026323112472751), 'ProfitFactor': np.float64(1.9319925708020584), 'MaxDrawdown': np.float64(-0.0)}"
28,Decentralized Exchange (DEX),"('SNXUSDT', 'ZRXUSDT')","{'totalReturn': np.float64(4868.2236759028365), 'totalProfitfee': np.float64(4868.2236759028365), 'AnnualizedReturn': np.float64(29249.409739992352), 'Win Rate': 0.07956104252400549, 'SharpeRatio': np.float64(0.06043212187705959), 'SortinoRatio': np.float64(0.05026323112472751), 'ProfitFactor': np.float64(1.9319925708020584), 'MaxDrawdown': np.float64(-0.0)}"
29,Avalanche Ecosystem,"('SNXUSDT', 'ZRXUSDT')","{'totalReturn': np.float64(4868.2236759028365), 'totalProfitfee': np.float64(4868.2236759028365), 'AnnualizedReturn': np.float64(29249.409739992352), 'Win Rate': 0.07956104252400549, 'SharpeRatio': np.float64(0.06043212187705959), 'SortinoRatio': np.float64(0.05026323112472751), 'ProfitFactor': np.float64(1.9319925708020584), 'MaxDrawdown': np.float64(-0.0)}"
30,Harmony Ecosystem,"('SNXUSDT', 'ZRXUSDT')","{'totalReturn': np.float64(4868.2236759028365), 'totalProfitfee': np.float64(4868.2236759028365), 'AnnualizedReturn': np.float64(29249.409739992352), 'Win Rate': 0.07956104252400549, 'SharpeRatio': np.float64(0.06043212187705959), 'SortinoRatio': np.float64(0.05026323112472751), 'ProfitFactor': np.float64(1.9319925708020584), 'MaxDrawdown': np.float64(-0.0)}"
31,Energi Ecosystem,"('SNXUSDT', 'ZRXUSDT')","{'totalReturn': np.float64(4868.2236759028365), 'totalProfitfee': np.float64(4868.2236759028365), 'AnnualizedReturn': np.float64(29249.409739992352), 'Win Rate': 0.07956104252400549, 'SharpeRatio': np.float64(0.06043212187705959), 'SortinoRatio': np.float64(0.05026323112472751), 'ProfitFactor': np.float64(1.9319925708020584), 'MaxDrawdown': np.float64(-0.0)}"
32,Layer 1 (L1),"('DGBUSDT', 'THETAUSDT')","{'totalReturn': np.float64(4857.373654273123), 'totalProfitfee': np.float64(4857.373654273123), 'AnnualizedReturn': np.float64(29184.220309624525), 'Win Rate': 0.06790123456790123, 'SharpeRatio': np.float64(0.05426524307363405), 'SortinoRatio': np.float64(0.034319491977184466), 'ProfitFactor': np.float64(1.719412359564979), 'MaxDrawdown': np.float64(-0.0)}"
33,Made in USA,"('DGBUSDT', 'THETAUSDT')","{'totalReturn': np.float64(4857.373654273123), 'totalProfitfee': np.float64(4857.373654273123), 'AnnualizedReturn': np.float64(29184.220309624525), 'Win Rate': 0.06790123456790123, 'SharpeRatio': np.float64(0.05426524307363405), 'SortinoRatio': np.float64(0.034319491977184466), 'ProfitFactor': np.float64(1.719412359564979), 'MaxDrawdown': np.float64(-0.0)}"
34,Smart Contract Platform,"('IMXUSDT', 'QTUMUSDT')","{'totalReturn': np.float64(4630.055745889593), 'totalProfitfee': np.float64(4630.055745889593), 'AnnualizedReturn': np.float64(27818.441930036235), 'Win Rate': 0.4108367626886145, 'SharpeRatio': np.float64(0.03273276775219648), 'SortinoRatio': np.float64(0.04886034656225271), 'ProfitFactor': np.float64(1.1374388592264315), 'MaxDrawdown': np.float64(-0.0)}"
35,Consensys Portfolio,"('AXSUSDT', 'BICOUSDT')","{'totalReturn': np.float64(4569.909036515426), 'totalProfitfee': np.float64(4569.909036515426), 'AnnualizedReturn': np.float64(27457.06663914618), 'Win Rate': 0.25102880658436216, 'SharpeRatio': np.float64(0.04938183921806817), 'SortinoRatio': np.float64(0.05567650050474115), 'ProfitFactor': np.float64(1.294768590367207), 'MaxDrawdown': np.float64(-0.0)}"
36,Linea Ecosystem,"('IZIUSDT', 'SISUSDT')","{'totalReturn': np.float64(4526.335416062094), 'totalProfitfee': np.float64(4526.335416062094), 'AnnualizedReturn': np.float64(27195.266285805174), 'Win Rate': 0.13305898491083676, 'SharpeRatio': np.float64(0.03404535290571745), 'SortinoRatio': np.float64(0.029178703053854706), 'ProfitFactor': np.float64(1.2199907268907808), 'MaxDrawdown': np.float64(-0.0)}"
37,Scroll Ecosystem,"('IZIUSDT', 'SISUSDT')","{'totalReturn': np.float64(4526.335416062094), 'totalProfitfee': np.float64(4526.335416062094), 'AnnualizedReturn': np.float64(27195.266285805174), 'Win Rate': 0.13305898491083676, 'SharpeRatio': np.float64(0.03404535290571745), 'SortinoRatio': np.float64(0.029178703053854706), 'ProfitFactor': np.float64(1.2199907268907808), 'MaxDrawdown': np.float64(-0.0)}"
38,NFT,"('GALAUSDT', 'SANDUSDT')","{'totalReturn': np.float64(4375.409966585967), 'totalProfitfee': np.float64(4375.409966585967), 'AnnualizedReturn': np.float64(26288.47140417906), 'Win Rate': 0.4252400548696845, 'SharpeRatio': np.float64(0.06879678349466065), 'SortinoRatio': np.float64(0.09580501300884449), 'ProfitFactor': np.float64(1.2814250367486266), 'MaxDrawdown': np.float64(-0.0)}"
39,Gaming (GameFi),"('GALAUSDT', 'SANDUSDT')","{'totalReturn': np.float64(4375.409966585967), 'totalProfitfee': np.float64(4375.409966585967), 'AnnualizedReturn': np.float64(26288.47140417906), 'Win Rate': 0.4252400548696845, 'SharpeRatio': np.float64(0.06879678349466065), 'SortinoRatio': np.float64(0.09580501300884449), 'ProfitFactor': np.float64(1.2814250367486266), 'MaxDrawdown': np.float64(-0.0)}"
40,Play To Earn,"('GALAUSDT', 'SANDUSDT')","{'totalReturn': np.float64(4375.409966585967), 'totalProfitfee': np.float64(4375.409966585967), 'AnnualizedReturn': np.float64(26288.47140417906), 'Win Rate': 0.4252400548696845, 'SharpeRatio': np.float64(0.06879678349466065), 'SortinoRatio': np.float64(0.09580501300884449), 'ProfitFactor': np.float64(1.2814250367486266), 'MaxDrawdown': np.float64(-0.0)}"
41,Ethereum Ecosystem,"('GALAUSDT', 'SANDUSDT')","{'totalReturn': np.float64(4375.409966585967), 'totalProfitfee': np.float64(4375.409966585967), 'AnnualizedReturn': np.float64(26288.47140417906), 'Win Rate': 0.4252400548696845, 'SharpeRatio': np.float64(0.06879678349466065), 'SortinoRatio': np.float64(0.09580501300884449), 'ProfitFactor': np.float64(1.2814250367486266), 'MaxDrawdown': np.float64(-0.0)}"
42,Automated Market Maker (AMM),"('IZIUSDT', 'WOOUSDT')","{'totalReturn': np.float64(4213.482843520676), 'totalProfitfee': np.float64(4213.482843520676), 'AnnualizedReturn': np.float64(25315.575932264146), 'Win Rate': 0.15706447187928668, 'SharpeRatio': np.float64(0.034367629345796596), 'SortinoRatio': np.float64(0.027677402426149637), 'ProfitFactor': np.float64(1.196549034000358), 'MaxDrawdown': np.float64(-0.0)}"
43,Linea Ecosystem,"('IZIUSDT', 'WOOUSDT')","{'totalReturn': np.float64(4213.482843520676), 'totalProfitfee': np.float64(4213.482843520676), 'AnnualizedReturn': np.float64(25315.575932264146), 'Win Rate': 0.15706447187928668, 'SharpeRatio': np.float64(0.034367629345796596), 'SortinoRatio': np.float64(0.027677402426149637), 'ProfitFactor': np.float64(1.196549034000358), 'MaxDrawdown': np.float64(-0.0)}"
44,Mantle Ecosystem,"('IZIUSDT', 'WOOUSDT')","{'totalReturn': np.float64(4213.482843520676), 'totalProfitfee': np.float64(4213.482843520676), 'AnnualizedReturn': np.float64(25315.575932264146), 'Win Rate': 0.15706447187928668, 'SharpeRatio': np.float64(0.034367629345796596), 'SortinoRatio': np.float64(0.027677402426149637), 'ProfitFactor': np.float64(1.196549034000358), 'MaxDrawdown': np.float64(-0.0)}"
45,NFT,"('GALAUSDT', 'MANAUSDT')","{'totalReturn': np.float64(4174.668425416762), 'totalProfitfee': np.float64(4174.668425416762), 'AnnualizedReturn': np.float64(25082.369963409354), 'Win Rate': 0.13991769547325103, 'SharpeRatio': np.float64(0.07476505356439221), 'SortinoRatio': np.float64(0.07357203459268455), 'ProfitFactor': np.float64(1.549230716711942), 'MaxDrawdown': np.float64(-0.0)}"
46,Gaming (GameFi),"('GALAUSDT', 'MANAUSDT')","{'totalReturn': np.float64(4174.668425416762), 'totalProfitfee': np.float64(4174.668425416762), 'AnnualizedReturn': np.float64(25082.369963409354), 'Win Rate': 0.13991769547325103, 'SharpeRatio': np.float64(0.07476505356439221), 'SortinoRatio': np.float64(0.07357203459268455), 'ProfitFactor': np.float64(1.549230716711942), 'MaxDrawdown': np.float64(-0.0)}"
47,Play To Earn,"('GALAUSDT', 'MANAUSDT')","{'totalReturn': np.float64(4174.668425416762), 'totalProfitfee': np.float64(4174.668425416762), 'AnnualizedReturn': np.float64(25082.369963409354), 'Win Rate': 0.13991769547325103, 'SharpeRatio': np.float64(0.07476505356439221), 'SortinoRatio': np.float64(0.07357203459268455), 'ProfitFactor': np.float64(1.549230716711942), 'MaxDrawdown': np.float64(-0.0)}"
48,Ethereum Ecosystem,"('GALAUSDT', 'MANAUSDT')","{'totalReturn': np.float64(4174.668425416762), 'totalProfitfee': np.float64(4174.668425416762), 'AnnualizedReturn': np.float64(25082.369963409354), 'Win Rate': 0.13991769547325103, 'SharpeRatio': np.float64(0.07476505356439221), 'SortinoRatio': np.float64(0.07357203459268455), 'ProfitFactor': np.float64(1.549230716711942), 'MaxDrawdown': np.float64(-0.0)}"
49,BNB Chain Ecosystem,"('ATOMUSDT', 'SUSHIUSDT')","{'totalReturn': np.float64(4165.972693105501), 'totalProfitfee': np.float64(4165.972693105501), 'AnnualizedReturn': np.float64(25030.123999728523), 'Win Rate': 0.15912208504801098, 'SharpeRatio': np.float64(0.06723690147208207), 'SortinoRatio': np.float64(0.05830880731302282), 'ProfitFactor': np.float64(1.427664531488119), 'MaxDrawdown': np.float64(-0.0)}"
50,Ethereum Ecosystem,"('QNTUSDT', 'USDCUSDT')","{'totalReturn': np.float64(4129.947983987842), 'totalProfitfee': np.float64(4129.947983987842), 'AnnualizedReturn': np.float64(24813.679245359053), 'Win Rate': 0.2681755829903978, 'SharpeRatio': np.float64(0.03350392028439484), 'SortinoRatio': np.float64(0.038924307164395926), 'ProfitFactor': np.float64(1.1397444840118947), 'MaxDrawdown': np.float64(-0.0)}"
51,Energi Ecosystem,"('QNTUSDT', 'USDCUSDT')","{'totalReturn': np.float64(4129.947983987842), 'totalProfitfee': np.float64(4129.947983987842), 'AnnualizedReturn': np.float64(24813.679245359053), 'Win Rate': 0.2681755829903978, 'SharpeRatio': np.float64(0.03350392028439484), 'SortinoRatio': np.float64(0.038924307164395926), 'ProfitFactor': np.float64(1.1397444840118947), 'MaxDrawdown': np.float64(-0.0)}"
52,Made in USA,"('TELUSDT', 'ZENUSDT')","{'totalReturn': np.float64(4094.9171675206258), 'totalProfitfee': np.float64(4094.9171675206258), 'AnnualizedReturn': np.float64(24603.206027078657), 'Win Rate': 0.17146776406035666, 'SharpeRatio': np.float64(0.032723930553262996), 'SortinoRatio': np.float64(0.03342431783439238), 'ProfitFactor': np.float64(1.2056855556924981), 'MaxDrawdown': np.float64(-0.0)}"
53,NFT,"('AXSUSDT', 'SLPUSDT')","{'totalReturn': np.float64(4089.8452369631364), 'totalProfitfee': np.float64(4089.8452369631364), 'AnnualizedReturn': np.float64(24572.732699449298), 'Win Rate': 0.0850480109739369, 'SharpeRatio': np.float64(0.06751422528116574), 'SortinoRatio': np.float64(0.04904424674928859), 'ProfitFactor': np.float64(1.7183101456598915), 'MaxDrawdown': np.float64(-0.0)}"
54,Gaming (GameFi),"('AXSUSDT', 'SLPUSDT')","{'totalReturn': np.float64(4089.8452369631364), 'totalProfitfee': np.float64(4089.8452369631364), 'AnnualizedReturn': np.float64(24572.732699449298), 'Win Rate': 0.0850480109739369, 'SharpeRatio': np.float64(0.06751422528116574), 'SortinoRatio': np.float64(0.04904424674928859), 'ProfitFactor': np.float64(1.7183101456598915), 'MaxDrawdown': np.float64(-0.0)}"
55,Play To Earn,"('AXSUSDT', 'SLPUSDT')","{'totalReturn': np.float64(4089.8452369631364), 'totalProfitfee': np.float64(4089.8452369631364), 'AnnualizedReturn': np.float64(24572.732699449298), 'Win Rate': 0.0850480109739369, 'SharpeRatio': np.float64(0.06751422528116574), 'SortinoRatio': np.float64(0.04904424674928859), 'ProfitFactor': np.float64(1.7183101456598915), 'MaxDrawdown': np.float64(-0.0)}"
56,Gaming Utility Token,"('AXSUSDT', 'SLPUSDT')","{'totalReturn': np.float64(4089.8452369631364), 'totalProfitfee': np.float64(4089.8452369631364), 'AnnualizedReturn': np.float64(24572.732699449298), 'Win Rate': 0.0850480109739369, 'SharpeRatio': np.float64(0.06751422528116574), 'SortinoRatio': np.float64(0.04904424674928859), 'ProfitFactor': np.float64(1.7183101456598915), 'MaxDrawdown': np.float64(-0.0)}"
57,Axie Infinity Ecosystem,"('AXSUSDT', 'SLPUSDT')","{'totalReturn': np.float64(4089.8452369631364), 'totalProfitfee': np.float64(4089.8452369631364), 'AnnualizedReturn': np.float64(24572.732699449298), 'Win Rate': 0.0850480109739369, 'SharpeRatio': np.float64(0.06751422528116574), 'SortinoRatio': np.float64(0.04904424674928859), 'ProfitFactor': np.float64(1.7183101456598915), 'MaxDrawdown': np.float64(-0.0)}"
58,Ronin Ecosystem,"('AXSUSDT', 'SLPUSDT')","{'totalReturn': np.float64(4089.8452369631364), 'totalProfitfee': np.float64(4089.8452369631364), 'AnnualizedReturn': np.float64(24572.732699449298), 'Win Rate': 0.0850480109739369, 'SharpeRatio': np.float64(0.06751422528116574), 'SortinoRatio': np.float64(0.04904424674928859), 'ProfitFactor': np.float64(1.7183101456598915), 'MaxDrawdown': np.float64(-0.0)}"
59,Ethereum Ecosystem,"('ENSUSDT', 'JASMYUSDT')","{'totalReturn': np.float64(4080.9901996626254), 'totalProfitfee': np.float64(4080.9901996626254), 'AnnualizedReturn': np.float64(24519.529594680796), 'Win Rate': 0.36899862825788754, 'SharpeRatio': np.float64(0.03189971982594523), 'SortinoRatio': np.float64(0.03389705541566819), 'ProfitFactor': np.float64(1.1225021126329777), 'MaxDrawdown': np.float64(-0.0)}"
60,Smart Contract Platform,"('IMXUSDT', 'THETAUSDT')","{'totalReturn': np.float64(4068.632565283805), 'totalProfitfee': np.float64(4068.632565283805), 'AnnualizedReturn': np.float64(24445.282079482942), 'Win Rate': 0.14060356652949246, 'SharpeRatio': np.float64(0.037011050526489744), 'SortinoRatio': np.float64(0.040750326621710437), 'ProfitFactor': np.float64(1.2234805871739958), 'MaxDrawdown': np.float64(-0.0)}"
61,BNB Chain Ecosystem,"('COMPUSDT', 'ZILUSDT')","{'totalReturn': np.float64(4067.658108272918), 'totalProfitfee': np.float64(4067.658108272918), 'AnnualizedReturn': np.float64(24439.427317195314), 'Win Rate': 0.266803840877915, 'SharpeRatio': np.float64(0.04953092059635359), 'SortinoRatio': np.float64(0.04369220980500928), 'ProfitFactor': np.float64(1.2936747903359416), 'MaxDrawdown': np.float64(-0.0)}"
62,Smart Contract Platform,"('CHZUSDT', 'ZILUSDT')","{'totalReturn': np.float64(4037.133753920395), 'totalProfitfee': np.float64(4037.133753920395), 'AnnualizedReturn': np.float64(24256.029961826243), 'Win Rate': 0.20438957475994513, 'SharpeRatio': np.float64(0.0368797743021896), 'SortinoRatio': np.float64(0.036249637927032806), 'ProfitFactor': np.float64(1.3186903447666263), 'MaxDrawdown': np.float64(-0.0)}"
63,Decentralized Finance (DeFi),"('LDOUSDT', 'STETHUSDT')","{'totalReturn': np.float64(3889.828362409387), 'totalProfitfee': np.float64(3889.828362409387), 'AnnualizedReturn': np.float64(23370.9852227066), 'Win Rate': 0.2222222222222222, 'SharpeRatio': np.float64(0.04068655575924789), 'SortinoRatio': np.float64(0.047199444539728186), 'ProfitFactor': np.float64(1.2310219022138802), 'MaxDrawdown': np.float64(-0.0)}"
