,sector,pair,performance
0,Solana Ecosystem,"('BATUSDT', 'SUSHIUSDT')","{'totalReturn': np.float64(1247.3034931621153), 'totalProfitfee': np.float64(1206.233577219348), 'AnnualizedReturn': np.float64(7247.329311688264), 'Win Rate': 0.443758573388203, 'SharpeRatio': np.float64(0.025982698244825346), 'SortinoRatio': np.float64(0.038590252340213675), 'ProfitFactor': np.float64(1.0876027206799734), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-2.8993697285403583e-07)}"
1,Polygon Ecosystem,"('BATUSDT', 'SUSHIUSDT')","{'totalReturn': np.float64(1247.3034931621153), 'totalProfitfee': np.float64(1206.233577219348), 'AnnualizedReturn': np.float64(7247.329311688264), 'Win Rate': 0.443758573388203, 'SharpeRatio': np.float64(0.025982698244825346), 'SortinoRatio': np.float64(0.038590252340213675), 'ProfitFactor': np.float64(1.0876027206799734), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-2.8993697285403583e-07)}"
2,Avalanche Ecosystem,"('BATUSDT', 'SUSHIUSDT')","{'totalReturn': np.float64(1247.3034931621153), 'totalProfitfee': np.float64(1206.233577219348), 'AnnualizedReturn': np.float64(7247.329311688264), 'Win Rate': 0.443758573388203, 'SharpeRatio': np.float64(0.025982698244825346), 'SortinoRatio': np.float64(0.038590252340213675), 'ProfitFactor': np.float64(1.0876027206799734), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-2.8993697285403583e-07)}"
3,Harmony Ecosystem,"('BATUSDT', 'SUSHIUSDT')","{'totalReturn': np.float64(1247.3034931621153), 'totalProfitfee': np.float64(1206.233577219348), 'AnnualizedReturn': np.float64(7247.329311688264), 'Win Rate': 0.443758573388203, 'SharpeRatio': np.float64(0.025982698244825346), 'SortinoRatio': np.float64(0.038590252340213675), 'ProfitFactor': np.float64(1.0876027206799734), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-2.8993697285403583e-07)}"
4,Energi Ecosystem,"('BATUSDT', 'SUSHIUSDT')","{'totalReturn': np.float64(1247.3034931621153), 'totalProfitfee': np.float64(1206.233577219348), 'AnnualizedReturn': np.float64(7247.329311688264), 'Win Rate': 0.443758573388203, 'SharpeRatio': np.float64(0.025982698244825346), 'SortinoRatio': np.float64(0.038590252340213675), 'ProfitFactor': np.float64(1.0876027206799734), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-2.8993697285403583e-07)}"
5,Near Protocol Ecosystem,"('BATUSDT', 'SUSHIUSDT')","{'totalReturn': np.float64(1247.3034931621153), 'totalProfitfee': np.float64(1206.233577219348), 'AnnualizedReturn': np.float64(7247.329311688264), 'Win Rate': 0.443758573388203, 'SharpeRatio': np.float64(0.025982698244825346), 'SortinoRatio': np.float64(0.038590252340213675), 'ProfitFactor': np.float64(1.0876027206799734), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-2.8993697285403583e-07)}"
6,Sports,"('AFCUSDT', 'CITYUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-2.687658628216308e-05)}"
7,Fan Token,"('AFCUSDT', 'CITYUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-2.687658628216308e-05)}"
8,Chiliz Ecosystem,"('AFCUSDT', 'CITYUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-2.687658628216308e-05)}"
9,Wormhole Assets,"('AVAXUSDT', 'MANAUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-7.205459165593339e-05)}"
10,Layer 2 (L2),"('BOBAUSDT', 'IMXUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-9.8060161317843e-05)}"
11,Rollup,"('BOBAUSDT', 'IMXUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-9.8060161317843e-05)}"
12,Made in USA,"('RVNUSDT', 'UMAUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.00023007477977799788)}"
13,Decentralized Exchange (DEX),"('PERPUSDT', 'SISUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0003158185942300425)}"
14,Binance-Peg Tokens,"('SHIBUSDT', 'XTZUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.00034620130502576786)}"
15,Made in USA,"('BATUSDT', 'FILUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.00038342606878349135)}"
16,Layer 1 (L1),"('DGBUSDT', 'ICPUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0004919754163447775)}"
17,Polygon Ecosystem,"('BATUSDT', 'MANAUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0006486469608394578)}"
18,Decentralized Exchange (DEX),"('LRCUSDT', 'SISUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.000745822804879718)}"
19,BNB Chain Ecosystem,"('SUSHIUSDT', 'ZILUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0009957475059991093)}"
20,Smart Contract Platform,"('ADAUSDT', 'DOGEUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0013509137799185224)}"
21,Binance-Peg Tokens,"('ADAUSDT', 'DOGEUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0013509137799185224)}"
22,Ethereum Ecosystem,"('CRVUSDT', 'GALAUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0014926598254065427)}"
23,Made in USA,"('COMPUSDT', 'EOSUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.001530613673253419)}"
24,Smart Contract Platform,"('DOTUSDT', 'EGLDUSDT')","{'totalReturn': np.float64(-76.1480999643741), 'totalProfitfee': np.float64(-92.71198623636468), 'AnnualizedReturn': np.float64(-557.0349790333022), 'Win Rate': 0.23868312757201646, 'SharpeRatio': np.float64(-0.004430702179905897), 'SortinoRatio': np.float64(-0.004997564623430005), 'ProfitFactor': np.float64(0.9833555765536943), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.0016519467506835557)}"
25,Proof of Stake (PoS),"('DOTUSDT', 'EGLDUSDT')","{'totalReturn': np.float64(-76.1480999643741), 'totalProfitfee': np.float64(-92.71198623636468), 'AnnualizedReturn': np.float64(-557.0349790333022), 'Win Rate': 0.23868312757201646, 'SharpeRatio': np.float64(-0.004430702179905897), 'SortinoRatio': np.float64(-0.004997564623430005), 'ProfitFactor': np.float64(0.9833555765536943), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.0016519467506835557)}"
26,Smart Contract Platform,"('ADAUSDT', 'XLMUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0017887204156286313)}"
27,Made in USA,"('ADAUSDT', 'XLMUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0017887204156286313)}"
28,Zero Knowledge (ZK),"('LRCUSDT', 'ZENUSDT')","{'totalReturn': np.float64(921.3001469926553), 'totalProfitfee': np.float64(911.478706719811), 'AnnualizedReturn': np.float64(5476.3741226787), 'Win Rate': 0.5041152263374485, 'SharpeRatio': np.float64(0.015113328434282144), 'SortinoRatio': np.float64(0.020693169903311194), 'ProfitFactor': np.float64(1.0442498114405214), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.0018778900093510155)}"
29,Decentralized Exchange (DEX),"('DYDXUSDT', 'SISUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.002054704468536619)}"
30,Smart Contract Platform,"('DYDXUSDT', 'KSMUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.002103439354756059)}"
31,Made in USA,"('DYDXUSDT', 'KSMUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.002103439354756059)}"
32,Made in USA,"('GALAUSDT', 'RVNUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.002220234143815359)}"
33,Smart Contract Platform,"('GRTUSDT', 'XTZUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0022322162450084016)}"
34,Proof of Stake (PoS),"('GRTUSDT', 'XTZUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0022322162450084016)}"
35,Made in USA,"('GRTUSDT', 'XTZUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0022322162450084016)}"
36,Smart Contract Platform,"('GALAUSDT', 'GRTUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0022579418257526697)}"
37,Made in USA,"('GALAUSDT', 'GRTUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0022579418257526697)}"
38,Ethereum Ecosystem,"('GALAUSDT', 'GRTUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0022579418257526697)}"
39,Arbitrum Ecosystem,"('BICOUSDT', 'LRCUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0023172316168761434)}"
40,Ethereum Ecosystem,"('GALAUSDT', 'SHIBUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0028992957440859704)}"
41,Made in USA,"('RVNUSDT', 'THETAUSDT')","{'totalReturn': np.float64(738.166164827576), 'totalProfitfee': np.float64(728.0832738973377), 'AnnualizedReturn': np.float64(4374.492098313222), 'Win Rate': 0.5102880658436214, 'SharpeRatio': np.float64(0.019671319601442278), 'SortinoRatio': np.float64(0.026477808623511515), 'ProfitFactor': np.float64(1.0571252147543395), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.0031452620184453527)}"
42,Made in USA,"('GRTUSDT', 'UMAUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.003299116849292324)}"
43,Avalanche Ecosystem,"('GRTUSDT', 'UMAUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.003299116849292324)}"
44,Made in USA,"('KSMUSDT', 'ZENUSDT')","{'totalReturn': np.float64(769.4147600135902), 'totalProfitfee': np.float64(759.6495581669321), 'AnnualizedReturn': np.float64(4564.149608739593), 'Win Rate': 0.5164609053497943, 'SharpeRatio': np.float64(0.01247372720748778), 'SortinoRatio': np.float64(0.016131034952615027), 'ProfitFactor': np.float64(1.0385585118827547), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.0034424662828650555)}"
45,Made in USA,"('DOTUSDT', 'RVNUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0037741010199349155)}"
46,Made in USA,"('GRTUSDT', 'RVNUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0042826710908826435)}"
47,Smart Contract Platform,"('DOGEUSDT', 'XLMUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.004337200972338951)}"
48,BNB Chain Ecosystem,"('ATOMUSDT', 'SUSHIUSDT')","{'totalReturn': np.float64(939.8676596634444), 'totalProfitfee': np.float64(919.4557598137209), 'AnnualizedReturn': np.float64(5524.302096000134), 'Win Rate': 0.46433470507544583, 'SharpeRatio': np.float64(0.024461847947198505), 'SortinoRatio': np.float64(0.028762774508845953), 'ProfitFactor': np.float64(1.0768147956668839), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.004444169390093214)}"
49,Made in USA,"('BATUSDT', 'GRTUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.00458211887660924)}"
50,Polygon Ecosystem,"('BATUSDT', 'GRTUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.00458211887660924)}"
51,Avalanche Ecosystem,"('BATUSDT', 'GRTUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.00458211887660924)}"
52,Harmony Ecosystem,"('BATUSDT', 'GRTUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.00458211887660924)}"
53,Energi Ecosystem,"('BATUSDT', 'GRTUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.00458211887660924)}"
54,Near Protocol Ecosystem,"('BATUSDT', 'GRTUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.00458211887660924)}"
55,Decentralized Finance (DeFi),"('CRVUSDT', 'UMAUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.00496896855871148)}"
56,Decentralized Finance (DeFi),"('DYDXUSDT', 'LRCUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.005042115804043566)}"
57,Decentralized Exchange (DEX),"('DYDXUSDT', 'LRCUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.005042115804043566)}"
58,Made in USA,"('BATUSDT', 'GALAUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.005223459659608685)}"
59,Made in USA,"('DGBUSDT', 'UMAUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.00526909412620769)}"
60,Smart Contract Platform,"('GALAUSDT', 'XTZUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.005555719128697595)}"
61,Layer 1 (L1),"('GALAUSDT', 'XTZUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.005555719128697595)}"
62,Made in USA,"('GALAUSDT', 'XTZUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.005555719128697595)}"
63,Decentralized Exchange (DEX),"('SISUSDT', 'WOOUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.005557601462269823)}"
64,Linea Ecosystem,"('SISUSDT', 'WOOUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.005557601462269823)}"
65,Smart Contract Platform,"('GALAUSDT', 'ICPUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.00560040451917237)}"
66,Layer 1 (L1),"('GALAUSDT', 'ICPUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.00560040451917237)}"
67,Made in USA,"('GALAUSDT', 'UMAUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.005685473029546165)}"
