,sector,pair,performance
251,Arbitrum Ecosystem,"('GRTUSDT', 'LRCUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.03519597986688542)}"
252,Energi Ecosystem,"('GRTUSDT', 'LRCUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.03519597986688542)}"
253,NFT,"('GODSUSDT', 'IMXUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.035358760720784616)}"
254,Gaming (GameFi),"('GODSUSDT', 'IMXUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.035358760720784616)}"
255,Play To Earn,"('GODSUSDT', 'IMXUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.035358760720784616)}"
256,Made in USA,"('GRTUSDT', 'ZENUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.03581484055011838)}"
257,Smart Contract Platform,"('DOTUSDT', 'GRTUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.03612854751774667)}"
258,Proof of Stake (PoS),"('DOTUSDT', 'GRTUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.03612854751774667)}"
259,Made in USA,"('DOTUSDT', 'GRTUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.03612854751774667)}"
260,Smart Contract Platform,"('AVAXUSDT', 'THETAUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.03625925760754512)}"
261,Layer 1 (L1),"('AVAXUSDT', 'THETAUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.03625925760754512)}"
262,Made in USA,"('AVAXUSDT', 'THETAUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.03625925760754512)}"
263,Exchange-based Tokens,"('PERPUSDT', 'SNXUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0362667866174085)}"
264,Decentralized Exchange (DEX),"('PERPUSDT', 'SNXUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0362667866174085)}"
265,Derivatives,"('PERPUSDT', 'SNXUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0362667866174085)}"
266,Optimism Ecosystem,"('PERPUSDT', 'SNXUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0362667866174085)}"
267,Decentralized Finance (DeFi),"('DYDXUSDT', 'WOOUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.03756618018930077)}"
268,Decentralized Exchange (DEX),"('DYDXUSDT', 'WOOUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.03756618018930077)}"
269,Perpetuals,"('DYDXUSDT', 'WOOUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.03756618018930077)}"
270,Smart Contract Platform,"('GALAUSDT', 'THETAUSDT')","{'totalReturn': np.float64(486.69097099142016), 'totalProfitfee': np.float64(470.8934006477394), 'AnnualizedReturn': np.float64(2829.236069735389), 'Win Rate': 0.3333333333333333, 'SharpeRatio': np.float64(0.011529673479933675), 'SortinoRatio': np.float64(0.014876184674028702), 'ProfitFactor': np.float64(1.039687858007046), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.037695030249855446)}"
271,Layer 1 (L1),"('GALAUSDT', 'THETAUSDT')","{'totalReturn': np.float64(486.69097099142016), 'totalProfitfee': np.float64(470.8934006477394), 'AnnualizedReturn': np.float64(2829.236069735389), 'Win Rate': 0.3333333333333333, 'SharpeRatio': np.float64(0.011529673479933675), 'SortinoRatio': np.float64(0.014876184674028702), 'ProfitFactor': np.float64(1.039687858007046), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.037695030249855446)}"
272,Made in USA,"('GALAUSDT', 'THETAUSDT')","{'totalReturn': np.float64(486.69097099142016), 'totalProfitfee': np.float64(470.8934006477394), 'AnnualizedReturn': np.float64(2829.236069735389), 'Win Rate': 0.3333333333333333, 'SharpeRatio': np.float64(0.011529673479933675), 'SortinoRatio': np.float64(0.014876184674028702), 'ProfitFactor': np.float64(1.039687858007046), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.037695030249855446)}"
273,Harmony Ecosystem,"('AXSUSDT', 'RENUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.03772067090079221)}"
274,Energi Ecosystem,"('AXSUSDT', 'RENUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.03772067090079221)}"
275,BNB Chain Ecosystem,"('AXSUSDT', 'SUSHIUSDT')","{'totalReturn': np.float64(566.3484813363), 'totalProfitfee': np.float64(551.325783939377), 'AnnualizedReturn': np.float64(3312.492364409425), 'Win Rate': 0.25857338820301784, 'SharpeRatio': np.float64(0.015808058420076473), 'SortinoRatio': np.float64(0.013187618049353122), 'ProfitFactor': np.float64(1.067184837520745), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.03776962611549144)}"
276,Harmony Ecosystem,"('AXSUSDT', 'SUSHIUSDT')","{'totalReturn': np.float64(566.3484813363), 'totalProfitfee': np.float64(551.325783939377), 'AnnualizedReturn': np.float64(3312.492364409425), 'Win Rate': 0.25857338820301784, 'SharpeRatio': np.float64(0.015808058420076473), 'SortinoRatio': np.float64(0.013187618049353122), 'ProfitFactor': np.float64(1.067184837520745), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.03776962611549144)}"
277,Energi Ecosystem,"('AXSUSDT', 'SUSHIUSDT')","{'totalReturn': np.float64(566.3484813363), 'totalProfitfee': np.float64(551.325783939377), 'AnnualizedReturn': np.float64(3312.492364409425), 'Win Rate': 0.25857338820301784, 'SharpeRatio': np.float64(0.015808058420076473), 'SortinoRatio': np.float64(0.013187618049353122), 'ProfitFactor': np.float64(1.067184837520745), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.03776962611549144)}"
278,Made in USA,"('THETAUSDT', 'UMAUSDT')","{'totalReturn': np.float64(257.8361969860984), 'totalProfitfee': np.float64(242.21671125351924), 'AnnualizedReturn': np.float64(1455.2938207001566), 'Win Rate': 0.3347050754458162, 'SharpeRatio': np.float64(0.006138134429853588), 'SortinoRatio': np.float64(0.007421342223434627), 'ProfitFactor': np.float64(1.0221843085121645), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.037871579900358915)}"
279,Smart Contract Platform,"('DOTUSDT', 'DYDXUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.038052659724475954)}"
280,Made in USA,"('DOTUSDT', 'DYDXUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.038052659724475954)}"
281,Made in USA,"('DYDXUSDT', 'ZENUSDT')","{'totalReturn': np.float64(217.04398959978283), 'totalProfitfee': np.float64(207.21679822042387), 'AnnualizedReturn': np.float64(1245.0062773737402), 'Win Rate': 0.5075445816186557, 'SharpeRatio': np.float64(0.0036231108933324875), 'SortinoRatio': np.float64(0.004687535610116568), 'ProfitFactor': np.float64(1.0107603516851635), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.0388695308631358)}"
282,Smart Contract Platform,"('ADAUSDT', 'XECUSDT')","{'totalReturn': np.float64(-345.03652100997783), 'totalProfitfee': np.float64(-354.98757315052535), 'AnnualizedReturn': np.float64(-2132.847147324144), 'Win Rate': 0.5233196159122085, 'SharpeRatio': np.float64(-0.005753173470429296), 'SortinoRatio': np.float64(-0.007899582030177736), 'ProfitFactor': np.float64(0.9832335209230824), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.03888787825737927)}"
283,Layer 1 (L1),"('ADAUSDT', 'XECUSDT')","{'totalReturn': np.float64(-345.03652100997783), 'totalProfitfee': np.float64(-354.98757315052535), 'AnnualizedReturn': np.float64(-2132.847147324144), 'Win Rate': 0.5233196159122085, 'SharpeRatio': np.float64(-0.005753173470429296), 'SortinoRatio': np.float64(-0.007899582030177736), 'ProfitFactor': np.float64(0.9832335209230824), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.03888787825737927)}"
284,Made in USA,"('COMPUSDT', 'ZENUSDT')","{'totalReturn': np.float64(1298.7868524979876), 'totalProfitfee': np.float64(1280.5553821177928), 'AnnualizedReturn': np.float64(7693.871843176862), 'Win Rate': 0.11865569272976681, 'SharpeRatio': np.float64(0.03233028178056468), 'SortinoRatio': np.float64(0.023207855084724286), 'ProfitFactor': np.float64(1.2061120028170695), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.038896897739506504)}"
285,Energi Ecosystem,"('1INCHUSDT', 'AVAUSDT')","{'totalReturn': np.float64(677.1171258800982), 'totalProfitfee': np.float64(662.3320338798776), 'AnnualizedReturn': np.float64(3979.4434957391823), 'Win Rate': 0.3052126200274348, 'SharpeRatio': np.float64(0.011093266548873836), 'SortinoRatio': np.float64(0.0090831905386747), 'ProfitFactor': np.float64(1.0523153610670237), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.03965126764411546)}"
286,Layer 1 (L1),"('DGBUSDT', 'XTZUSDT')","{'totalReturn': np.float64(725.2265466602348), 'totalProfitfee': np.float64(706.3426383489203), 'AnnualizedReturn': np.float64(4243.869349750715), 'Win Rate': 0.039780521262002745, 'SharpeRatio': np.float64(0.03470418760387958), 'SortinoRatio': np.float64(0.012678928293708069), 'ProfitFactor': np.float64(1.4431141062369752), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.03985652026083586)}"
287,Made in USA,"('DGBUSDT', 'XTZUSDT')","{'totalReturn': np.float64(725.2265466602348), 'totalProfitfee': np.float64(706.3426383489203), 'AnnualizedReturn': np.float64(4243.869349750715), 'Win Rate': 0.039780521262002745, 'SharpeRatio': np.float64(0.03470418760387958), 'SortinoRatio': np.float64(0.012678928293708069), 'ProfitFactor': np.float64(1.4431141062369752), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.03985652026083586)}"
288,Made in USA,"('ONEUSDT', 'XLMUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.040467374893477)}"
289,Exchange-based Tokens,"('RENUSDT', 'RUNEUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.04131102039446905)}"
290,Smart Contract Platform,"('XECUSDT', 'XLMUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.04131749938724296)}"
291,Layer 1 (L1),"('DGBUSDT', 'GALAUSDT')","{'totalReturn': np.float64(515.7755657946182), 'totalProfitfee': np.float64(497.21804035139235), 'AnnualizedReturn': np.float64(2987.400571658571), 'Win Rate': 0.14883401920438957, 'SharpeRatio': np.float64(0.009646899227943819), 'SortinoRatio': np.float64(0.006755686179452205), 'ProfitFactor': np.float64(1.0544322886854869), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.0416633570233387)}"
292,Made in USA,"('DGBUSDT', 'GALAUSDT')","{'totalReturn': np.float64(515.7755657946182), 'totalProfitfee': np.float64(497.21804035139235), 'AnnualizedReturn': np.float64(2987.400571658571), 'Win Rate': 0.14883401920438957, 'SharpeRatio': np.float64(0.009646899227943819), 'SortinoRatio': np.float64(0.006755686179452205), 'ProfitFactor': np.float64(1.0544322886854869), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.0416633570233387)}"
293,Automated Market Maker (AMM),"('IZIUSDT', 'WOOUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.041918502760174364)}"
294,Linea Ecosystem,"('IZIUSDT', 'WOOUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.041918502760174364)}"
295,Mantle Ecosystem,"('IZIUSDT', 'WOOUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.041918502760174364)}"
296,Automated Market Maker (AMM),"('CRVUSDT', 'IZIUSDT')","{'totalReturn': np.float64(2242.1065625835404), 'totalProfitfee': np.float64(2223.5545628339714), 'AnnualizedReturn': np.float64(13359.628237603285), 'Win Rate': 0.24417009602194786, 'SharpeRatio': np.float64(0.02638461428272212), 'SortinoRatio': np.float64(0.027177641167938478), 'ProfitFactor': np.float64(1.1201187133826012), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.042690636406710177)}"
297,Made in USA,"('FILUSDT', 'ZENUSDT')","{'totalReturn': np.float64(1044.1668310203943), 'totalProfitfee': np.float64(1034.3333335198167), 'AnnualizedReturn': np.float64(6214.513032670504), 'Win Rate': 0.5212620027434842, 'SharpeRatio': np.float64(0.01684741366118138), 'SortinoRatio': np.float64(0.022091480425133012), 'ProfitFactor': np.float64(1.0509511418571713), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.042901011493977785)}"
298,Harmony Ecosystem,"('BATUSDT', 'RENUSDT')","{'totalReturn': np.float64(-98.29659602095668), 'totalProfitfee': np.float64(-115.40617016645504), 'AnnualizedReturn': np.float64(-693.3868660206764), 'Win Rate': 0.24622770919067216, 'SharpeRatio': np.float64(-0.0022670732675718476), 'SortinoRatio': np.float64(-0.0020884721022257618), 'ProfitFactor': np.float64(0.9908348946519564), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.04298450754051017)}"
299,Energi Ecosystem,"('BATUSDT', 'RENUSDT')","{'totalReturn': np.float64(-98.29659602095668), 'totalProfitfee': np.float64(-115.40617016645504), 'AnnualizedReturn': np.float64(-693.3868660206764), 'Win Rate': 0.24622770919067216, 'SharpeRatio': np.float64(-0.0022670732675718476), 'SortinoRatio': np.float64(-0.0020884721022257618), 'ProfitFactor': np.float64(0.9908348946519564), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.04298450754051017)}"
300,Near Protocol Ecosystem,"('BATUSDT', 'RENUSDT')","{'totalReturn': np.float64(-98.29659602095668), 'totalProfitfee': np.float64(-115.40617016645504), 'AnnualizedReturn': np.float64(-693.3868660206764), 'Win Rate': 0.24622770919067216, 'SharpeRatio': np.float64(-0.0022670732675718476), 'SortinoRatio': np.float64(-0.0020884721022257618), 'ProfitFactor': np.float64(0.9908348946519564), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.04298450754051017)}"
301,Polygon Ecosystem,"('BATUSDT', 'CRVUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.04331608777386811)}"
302,Energi Ecosystem,"('BATUSDT', 'CRVUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.04331608777386811)}"
303,Tourism,"('AVAUSDT', 'TRVLUSDT')","{'totalReturn': np.float64(97.10102816539103), 'totalProfitfee': np.float64(81.24269860929286), 'AnnualizedReturn': np.float64(488.12485584184185), 'Win Rate': 0.29492455418381347, 'SharpeRatio': np.float64(0.0009710670128706753), 'SortinoRatio': np.float64(0.0008695185447346186), 'ProfitFactor': np.float64(1.0039033522218124), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.0434046183509645)}"
304,Smart Contract Platform,"('ATOMUSDT', 'ICPUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.043585135467495956)}"
305,Alleged SEC Securities,"('ATOMUSDT', 'ICPUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.043585135467495956)}"
306,Layer 0 (L0),"('ATOMUSDT', 'ICPUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.043585135467495956)}"
307,Exchange-based Tokens,"('LRCUSDT', 'SUSHIUSDT')","{'totalReturn': np.float64(387.51726738326744), 'totalProfitfee': np.float64(367.2138370835357), 'AnnualizedReturn': np.float64(2206.3053586088977), 'Win Rate': 0.4739368998628258, 'SharpeRatio': np.float64(0.0082107922250125), 'SortinoRatio': np.float64(0.009541929881386675), 'ProfitFactor': np.float64(1.0251004058410735), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.0438455730968686)}"
308,Decentralized Finance (DeFi),"('LRCUSDT', 'SUSHIUSDT')","{'totalReturn': np.float64(387.51726738326744), 'totalProfitfee': np.float64(367.2138370835357), 'AnnualizedReturn': np.float64(2206.3053586088977), 'Win Rate': 0.4739368998628258, 'SharpeRatio': np.float64(0.0082107922250125), 'SortinoRatio': np.float64(0.009541929881386675), 'ProfitFactor': np.float64(1.0251004058410735), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.0438455730968686)}"
309,Decentralized Exchange (DEX),"('LRCUSDT', 'SUSHIUSDT')","{'totalReturn': np.float64(387.51726738326744), 'totalProfitfee': np.float64(367.2138370835357), 'AnnualizedReturn': np.float64(2206.3053586088977), 'Win Rate': 0.4739368998628258, 'SharpeRatio': np.float64(0.0082107922250125), 'SortinoRatio': np.float64(0.009541929881386675), 'ProfitFactor': np.float64(1.0251004058410735), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.0438455730968686)}"
310,Arbitrum Ecosystem,"('LRCUSDT', 'SUSHIUSDT')","{'totalReturn': np.float64(387.51726738326744), 'totalProfitfee': np.float64(367.2138370835357), 'AnnualizedReturn': np.float64(2206.3053586088977), 'Win Rate': 0.4739368998628258, 'SharpeRatio': np.float64(0.0082107922250125), 'SortinoRatio': np.float64(0.009541929881386675), 'ProfitFactor': np.float64(1.0251004058410735), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.0438455730968686)}"
311,Energi Ecosystem,"('LRCUSDT', 'SUSHIUSDT')","{'totalReturn': np.float64(387.51726738326744), 'totalProfitfee': np.float64(367.2138370835357), 'AnnualizedReturn': np.float64(2206.3053586088977), 'Win Rate': 0.4739368998628258, 'SharpeRatio': np.float64(0.0082107922250125), 'SortinoRatio': np.float64(0.009541929881386675), 'ProfitFactor': np.float64(1.0251004058410735), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.0438455730968686)}"
312,Decentralized Exchange (DEX),"('DYDXUSDT', 'PERPUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.04452389522271255)}"
313,Perpetuals,"('DYDXUSDT', 'PERPUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.04452389522271255)}"
314,Smart Contract Platform,"('FILUSDT', 'XLMUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.04457273110668705)}"
315,Made in USA,"('FILUSDT', 'XLMUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.04457273110668705)}"
