,TodayBalance,YesBalance,buy,date,name,Return,sell
3613,307846,305337,26305,2024-12-16,ShortSale,651,29465
3614,320204766000,324164354000,13017087000,2024-12-16,MarginPurchaseMoney,246921000,16729754000
3615,307631,307846,29214,2024-12-17,ShortSale,757,29756
3616,320885324000,320204764000,12233422000,2024-12-17,MarginPurchaseMoney,248330000,11304532000
3617,8646135,8597248,226887,2024-12-17,MarginPurchase,5661,172339
3618,300413,307631,28239,2024-12-18,ShortSale,884,21905
3619,322704819000,320886567000,12365737000,2024-12-18,MarginPurchaseMoney,232421000,10315064000
3620,8662739,8646263,199945,2024-12-18,MarginPurchase,7235,176234
3621,8664837,8662735,229520,2024-12-19,MarginPurchase,5019,222399
3622,305527,300413,24751,2024-12-19,ShortSale,2296,32161
3623,323617443000,322704798000,11837800000,2024-12-19,MarginPurchaseMoney,183090000,10742065000
3624,8679661,8664831,258077,2024-12-20,MarginPurchase,6005,237242
3625,307018,305527,24875,2024-12-20,ShortSale,2517,28883
3626,324670318000,323617353000,12626694000,2024-12-20,MarginPurchaseMoney,193973000,11379756000
3627,323358374000,324670318000,10186034000,2024-12-23,MarginPurchaseMoney,175352000,11322626000
3628,306747,307018,18659,2024-12-23,ShortSale,4336,22724
3629,8659957,8679656,197944,2024-12-23,MarginPurchase,5866,211777
3630,8639600,8659953,200600,2024-12-24,MarginPurchase,3933,217020
3631,303147,306747,19007,2024-12-24,ShortSale,7749,23156
3632,323230685000,323358374000,11107776000,2024-12-24,MarginPurchaseMoney,155323000,11080142000
3633,8665158,8639597,236521,2024-12-25,MarginPurchase,6037,204923
3634,314855,303147,14392,2024-12-25,ShortSale,1288,27388
3635,324809147000,323230685000,12530433000,2024-12-25,MarginPurchaseMoney,183042000,10768929000
3636,326328530000,324809147000,12676897000,2024-12-26,MarginPurchaseMoney,191222000,10966292000
3637,313348,314855,16132,2024-12-26,ShortSale,1721,16346
3638,8674230,8665156,220445,2024-12-26,MarginPurchase,8673,202698
3639,8675261,8674224,190943,2024-12-27,MarginPurchase,4010,185896
3640,315165,313348,17324,2024-12-27,ShortSale,5320,24461
3641,325477253000,326328530000,11580614000,2024-12-27,MarginPurchaseMoney,191320000,12240571000
3642,8689333,8675254,187245,2024-12-30,MarginPurchase,4142,169024
3643,324474,315165,14566,2024-12-30,ShortSale,2763,26638
3644,326441023000,325477253000,9632782000,2024-12-30,MarginPurchaseMoney,177234000,8491778000
3645,8713943,8689327,178344,2024-12-31,MarginPurchase,6735,146993
3646,330264,324474,21241,2024-12-31,ShortSale,1482,28513
3647,327558296000,326441018000,8500837000,2024-12-31,MarginPurchaseMoney,284574000,7098985000
3648,329543807000,327575112000,12633136000,2025-01-02,MarginPurchaseMoney,406069000,10258372000
3649,8738210,8714282,235050,2025-01-02,MarginPurchase,8484,202638
3650,334574,330264,28294,2025-01-02,ShortSale,4958,37562
3651,326815,334574,24008,2025-01-03,ShortSale,5684,21933
3652,327869937000,329543807000,9527832000,2025-01-03,MarginPurchaseMoney,167072000,11034630000
3653,8723745,8738199,209142,2025-01-03,MarginPurchase,4722,218874
3654,329747315000,327869937000,14416460000,2025-01-06,MarginPurchaseMoney,265928000,12273154000
3655,318051,326815,23847,2025-01-06,ShortSale,5726,20809
3656,8740419,8723737,238270,2025-01-06,MarginPurchase,6069,215519
3657,8763204,8740416,245447,2025-01-07,MarginPurchase,5683,216976
3658,318783,318051,22586,2025-01-07,ShortSale,8123,31441
3659,329173490000,329747315000,13908131000,2025-01-07,MarginPurchaseMoney,318799000,14163157000
3660,8716923,8763198,193874,2025-01-08,MarginPurchase,6661,233488
3661,315817,318783,19170,2025-01-08,ShortSale,8684,24888
3662,330129522000,329173460000,12237811000,2025-01-08,MarginPurchaseMoney,286165000,10995584000
3663,8641036,8716921,223624,2025-01-09,MarginPurchase,7120,292389
3664,305124,315817,33081,2025-01-09,ShortSale,8504,30892
3665,325643838000,330129514000,12882963000,2025-01-09,MarginPurchaseMoney,378119000,16990520000
3666,8589804,8641083,162382,2025-01-10,MarginPurchase,11256,202405
3667,301335,305124,23764,2025-01-10,ShortSale,5281,25256
3668,323066309000,325643687000,9479119000,2025-01-10,MarginPurchaseMoney,562272000,11494225000
3669,292675,301335,37127,2025-01-13,ShortSale,1981,30448
3670,315535016000,323066229000,11394578000,2025-01-13,MarginPurchaseMoney,772997000,18152793000
3671,8423896,8589800,218797,2025-01-13,MarginPurchase,13495,371206
3672,8394813,8423948,139274,2025-01-14,MarginPurchase,17920,150489
3673,295624,292675,23072,2025-01-14,ShortSale,626,26647
3674,314958672000,315534811000,6857414000,2025-01-14,MarginPurchaseMoney,1053961000,6379592000
3675,8363549,8394809,131595,2025-01-15,MarginPurchase,6897,155958
3676,302765,295624,20744,2025-01-15,ShortSale,1637,29522
3677,314732916000,314958667000,7657930000,2025-01-15,MarginPurchaseMoney,699998000,7183683000
3678,309791,302765,19799,2025-01-16,ShortSale,1595,28420
3679,8319346,8363540,163015,2025-01-16,MarginPurchase,9567,197642
3680,312466298000,314732891000,8576642000,2025-01-16,MarginPurchaseMoney,341459000,10501776000
3681,8315430,8319339,153052,2025-01-17,MarginPurchase,7390,149571
3682,308826,309791,18731,2025-01-17,ShortSale,1880,19646
3683,309772573000,312466294000,7218698000,2025-01-17,MarginPurchaseMoney,343058000,9569361000
3684,312303,308826,20654,2025-01-20,ShortSale,765,24896
3685,309018640000,309772569000,8168281000,2025-01-20,MarginPurchaseMoney,392515000,8529695000
3686,8293188,8315425,151309,2025-01-20,MarginPurchase,8061,165485
3687,314752,312303,16314,2025-01-21,ShortSale,1851,20614
3688,307774487000,309018640000,6465998000,2025-01-21,MarginPurchaseMoney,586871000,7123280000
3689,8255538,8293183,128194,2025-01-21,MarginPurchase,28875,136964
3690,8180157,8255532,164565,2025-01-22,MarginPurchase,39141,200799
3691,307646,314752,21253,2025-01-22,ShortSale,1345,15492
3692,305287551000,307774487000,9301093000,2025-01-22,MarginPurchaseMoney,800664000,10987365000
3693,8149138,8174682,216535,2025-02-03,MarginPurchase,8272,233807
3694,315654,306201,28703,2025-02-03,ShortSale,2783,40939
3695,305187136000,304990014000,12425749000,2025-02-03,MarginPurchaseMoney,374748000,11853879000
3696,305710074000,305187136000,11213861000,2025-02-04,MarginPurchaseMoney,221054000,10469869000
3697,311596,315654,25190,2025-02-04,ShortSale,3851,24983
3698,8152114,8149113,204804,2025-02-04,MarginPurchase,3831,197972
3699,8165802,8152108,188059,2025-02-05,MarginPurchase,3511,170854
3700,322006,311596,11884,2025-02-05,ShortSale,2398,24692
3701,305601281000,305710045000,10178869000,2025-02-05,MarginPurchaseMoney,176653000,10110980000
3702,8145236,8165797,170823,2025-02-06,MarginPurchase,5217,186167
3703,332376,322006,10317,2025-02-06,ShortSale,4167,24854
3704,305934753000,305601146000,10104066000,2025-02-06,MarginPurchaseMoney,182319000,9588140000
3705,306034473000,305934753000,12162056000,2025-02-07,MarginPurchaseMoney,175533000,11886803000
3706,338144,332376,17253,2025-02-07,ShortSale,2949,25970
3707,8152765,8145234,222337,2025-02-07,MarginPurchase,4247,210559
3708,8190425,8152759,218102,2025-02-10,MarginPurchase,3739,176697
3709,338636,338144,16516,2025-02-10,ShortSale,3713,20721
3710,308721920000,306034473000,12366452000,2025-02-10,MarginPurchaseMoney,125887000,9553118000
3711,8199181,8190423,239716,2025-02-11,MarginPurchase,9497,221461
3712,337429,338636,19788,2025-02-11,ShortSale,2027,20608
3713,309154193000,308721920000,13046341000,2025-02-11,MarginPurchaseMoney,623826000,11990242000
3714,8209958,8199181,248036,2025-02-12,MarginPurchase,2766,234493
3715,336358,337429,20581,2025-02-12,ShortSale,2655,22165
3716,311523857000,309154271000,15048525000,2025-02-12,MarginPurchaseMoney,142632000,12536307000
3717,313023678000,311523857000,14006550000,2025-02-13,MarginPurchaseMoney,145694000,12361035000
3718,8236162,8209955,315605,2025-02-13,MarginPurchase,3347,286051
3719,345945,336358,20690,2025-02-13,ShortSale,1539,31816
3720,348986,345945,21753,2025-02-14,ShortSale,3051,27845
3721,313574044000,313023678000,13611576000,2025-02-14,MarginPurchaseMoney,159641000,12901569000
3722,8229788,8236158,290040,2025-02-14,MarginPurchase,6223,290187
3723,314922889000,313574044000,13649783000,2025-02-17,MarginPurchaseMoney,175260000,12125678000
3724,358716,348986,13675,2025-02-17,ShortSale,10841,34246
3725,8276765,8229783,324900,2025-02-17,MarginPurchase,4002,273916
3726,8310376,8276763,276731,2025-02-18,MarginPurchase,3069,240049
3727,367613,358716,17541,2025-02-18,ShortSale,2288,28726
3728,316399005000,314922833000,13015833000,2025-02-18,MarginPurchaseMoney,121067000,11418594000
3729,8310762,8263865,303770,2025-02-19,MarginPurchase,3303,253570
3730,362548,367611,17987,2025-02-19,ShortSale,11663,24587
3731,319292844000,316399036000,15675603000,2025-02-19,MarginPurchaseMoney,142279000,12639516000
3732,8315377,8310714,282332,2025-02-20,MarginPurchase,3843,273826
3733,353298,362548,20906,2025-02-20,ShortSale,6407,18063
3734,321311666000,319292844000,14538341000,2025-02-20,MarginPurchaseMoney,134244000,12385275000
3735,8320215,8315372,271742,2025-02-21,MarginPurchase,4898,262001
3736,346262,353298,23288,2025-02-21,ShortSale,8932,25184
3737,321783865000,321311666000,13015459000,2025-02-21,MarginPurchaseMoney,211622000,12331638000
3738,332063,346262,19918,2025-02-24,ShortSale,13248,18967
3739,323434570000,321783865000,13464633000,2025-02-24,MarginPurchaseMoney,256210000,11557718000
3740,8342894,8320212,289995,2025-02-24,MarginPurchase,7348,259965
3741,8321116,8342891,272226,2025-02-25,MarginPurchase,6231,287770
3742,326391,332063,24144,2025-02-25,ShortSale,4293,22765
3743,324483022000,323434570000,12737937000,2025-02-25,MarginPurchaseMoney,289503000,11399982000
3744,8322511,8321113,269999,2025-02-26,MarginPurchase,7508,261093
3745,319760,326391,22442,2025-02-26,ShortSale,4563,20374
3746,325413294000,324483022000,12193508000,2025-02-26,MarginPurchaseMoney,299332000,10963904000
3747,313589,319760,25154,2025-02-27,ShortSale,3504,22487
3748,8274243,8322508,297741,2025-02-27,MarginPurchase,6732,339274
3749,324284623000,325413294000,14351635000,2025-02-27,MarginPurchaseMoney,298300000,15182006000
3750,8237209,8274228,236341,2025-03-03,MarginPurchase,6007,267353
3751,291332,313589,36349,2025-03-03,ShortSale,1628,15720
3752,324050396000,324283915000,11175311000,2025-03-03,MarginPurchaseMoney,372080000,11036750000
3753,280550,291332,32972,2025-03-04,ShortSale,2789,24979
3754,326111501000,324050396000,11743366000,2025-03-04,MarginPurchaseMoney,183056000,9499205000
3755,8232390,8237206,237152,2025-03-04,MarginPurchase,3540,238428
3756,284400,280550,14577,2025-03-05,ShortSale,3491,21918
3757,328033352000,326111501000,12442874000,2025-03-05,MarginPurchaseMoney,320444000,10200579000
3758,8264389,8232384,251929,2025-03-05,MarginPurchase,6095,213829
3759,8265994,8264384,254502,2025-03-06,MarginPurchase,3136,249756
3760,294475,284400,20281,2025-03-06,ShortSale,4169,34525
3761,328609499000,328033352000,12498507000,2025-03-06,MarginPurchaseMoney,150799000,11771561000
3762,8278483,8265989,238976,2025-03-07,MarginPurchase,5634,220848
3763,292115,294475,25606,2025-03-07,ShortSale,3224,26470
3764,327851463000,328609499000,11019834000,2025-03-07,MarginPurchaseMoney,279819000,11498051000
3765,327246302000,327851463000,9908489000,2025-03-10,MarginPurchaseMoney,238082000,10275568000
3766,269204,292115,30384,2025-03-10,ShortSale,9980,17453
3767,8316150,8278482,265729,2025-03-10,MarginPurchase,5855,222206
3768,8283606,8316147,226685,2025-03-11,MarginPurchase,5313,253913
3769,251984,269204,35758,2025-03-11,ShortSale,4066,22604
3770,325806691000,327246302000,11118314000,2025-03-11,MarginPurchaseMoney,223382000,12334543000
3771,8319529,8283606,232750,2025-03-12,MarginPurchase,6972,189855
3772,250169,251984,19733,2025-03-12,ShortSale,5443,23361
3773,327694493000,325806691000,10718845000,2025-03-12,MarginPurchaseMoney,303273000,8527771000
3774,326414588000,327694493000,11052335000,2025-03-13,MarginPurchaseMoney,240616000,12091624000
3775,235495,250169,30638,2025-03-13,ShortSale,3241,19205
3776,8295830,8319524,263414,2025-03-13,MarginPurchase,5050,282058
3777,8236645,8295829,228067,2025-03-14,MarginPurchase,4064,283187
3778,235795,235495,25113,2025-03-14,ShortSale,4282,29695
3779,325694534000,326414581000,9523037000,2025-03-14,MarginPurchaseMoney,195837000,10047247000
3780,8254100,8236642,236000,2025-03-17,MarginPurchase,3117,215425
3781,226721,235795,21015,2025-03-17,ShortSale,2786,14727
3782,325360733000,325694533000,9171243000,2025-03-17,MarginPurchaseMoney,198260000,9306783000
3783,8234768,8254096,205364,2025-03-18,MarginPurchase,6586,218106
3784,228115,226721,14592,2025-03-18,ShortSale,1919,17905
3785,324691148000,325360733000,8084441000,2025-03-18,MarginPurchaseMoney,603549000,8150477000
3786,324290100000,324691148000,9341925000,2025-03-19,MarginPurchaseMoney,432981000,9309992000
3787,8230663,8234767,212324,2025-03-19,MarginPurchase,8375,208053
3788,216915,228115,21961,2025-03-19,ShortSale,2476,13237
3789,205412,216915,23341,2025-03-20,ShortSale,2405,14243
3790,324238426000,324290087000,8649825000,2025-03-20,MarginPurchaseMoney,322034000,8379452000
3791,8246605,8230658,228287,2025-03-20,MarginPurchase,8091,204249
3792,324119474000,324238426000,8033782000,2025-03-21,MarginPurchaseMoney,254244000,7898490000
3793,170998,205412,45701,2025-03-21,ShortSale,2887,14174
3794,8216354,8246603,220863,2025-03-21,MarginPurchase,6108,245004
3795,8211568,8216350,202039,2025-03-24,MarginPurchase,4878,201943
3796,170202,170998,10037,2025-03-24,ShortSale,2025,11266
3797,323759132000,324119474000,9070892000,2025-03-24,MarginPurchaseMoney,249531000,9181703000
3798,8196303,8211564,199370,2025-03-25,MarginPurchase,6254,208377
3799,165447,170202,14000,2025-03-25,ShortSale,1942,11187
3800,322275801000,323759132000,8140417000,2025-03-25,MarginPurchaseMoney,178614000,9445134000
3801,8174727,8196300,140200,2025-03-26,MarginPurchase,3914,157859
3802,168049,165447,9320,2025-03-26,ShortSale,1355,13277
3803,321865442000,322275801000,6566192000,2025-03-26,MarginPurchaseMoney,185220000,6791331000
3804,8161437,8174725,167680,2025-03-27,MarginPurchase,4962,176006
3805,178956,168049,18148,2025-03-27,ShortSale,2307,31362
3806,321121581000,321865442000,7499072000,2025-03-27,MarginPurchaseMoney,364976000,7877957000
3807,173854,178956,30682,2025-03-28,ShortSale,3217,28797
3808,316022604000,321121612000,9346864000,2025-03-28,MarginPurchaseMoney,755597000,13690274000
3809,8082421,8161438,217276,2025-03-28,MarginPurchase,9796,286497
3810,7845133,8082417,240410,2025-03-31,MarginPurchase,11147,466547
3811,171971,173854,31280,2025-03-31,ShortSale,3413,32810
3812,300314124000,316022422000,9954798000,2025-03-31,MarginPurchaseMoney,1622417000,24040679000
3813,7842648,7845124,186429,2025-04-01,MarginPurchase,7743,181162
3814,168257,171971,27994,2025-04-01,ShortSale,2733,27013
3815,298958157000,300312922000,6745294000,2025-04-01,MarginPurchaseMoney,525730000,7574329000
3816,160485,168257,24174,2025-04-02,ShortSale,1748,18150
3817,7838382,7842637,132993,2025-04-02,MarginPurchase,13970,123278
3818,298816651000,298957983000,5569913000,2025-04-02,MarginPurchaseMoney,473084000,5238161000
3819,7489035,7838376,198014,2025-04-07,MarginPurchase,59351,488004
3820,171217,160485,29943,2025-04-07,ShortSale,1977,42652
3821,285252992000,298816467000,2821794000,2025-04-07,MarginPurchaseMoney,7095502000,9289767000
3822,130691,171213,59506,2025-04-08,ShortSale,1415,20399
3823,256789020000,285225570000,15935215000,2025-04-08,MarginPurchaseMoney,8137781000,36233983000
3824,7021974,7488842,454088,2025-04-08,MarginPurchase,60573,860383
3825,126739,130691,21495,2025-04-09,ShortSale,3410,20953
3826,223785029000,256744362000,13230697000,2025-04-09,MarginPurchaseMoney,7219733000,38970297000
3827,6496847,7021232,466251,2025-04-09,MarginPurchase,49912,940724
3828,6421689,6496817,298096,2025-04-10,MarginPurchase,47331,325893
3829,114313,126739,20252,2025-04-10,ShortSale,3190,11016
3830,222431725000,223774825000,10931278000,2025-04-10,MarginPurchaseMoney,3084858000,9189520000
3831,6334107,6421671,294661,2025-04-11,MarginPurchase,23316,358909
3832,115570,114313,21546,2025-04-11,ShortSale,3084,25887
3833,213955822000,222431586000,11003408000,2025-04-11,MarginPurchaseMoney,1146513000,18332659000
3834,212803927000,213955980000,11601630000,2025-04-14,MarginPurchaseMoney,493009000,12260674000
3835,135323,115570,11617,2025-04-14,ShortSale,619,31989
3836,6307382,6334098,267889,2025-04-14,MarginPurchase,10239,284366
3837,6328424,6307378,224776,2025-04-15,MarginPurchase,6408,197322
3838,142049,135323,12975,2025-04-15,ShortSale,1656,21357
3839,213994817000,212803656000,9148706000,2025-04-15,MarginPurchaseMoney,263917000,7693628000
3840,6379552,6328421,239293,2025-04-16,MarginPurchase,7929,180233
3841,143240,142049,15288,2025-04-16,ShortSale,10530,27009
3842,214549780000,213994817000,8374906000,2025-04-16,MarginPurchaseMoney,445448000,7374495000
3843,216020028000,214556685000,7093301000,2025-04-17,MarginPurchaseMoney,322135000,5307823000
3844,141183,143240,21902,2025-04-17,ShortSale,4688,24533
3845,6369299,6379976,174480,2025-04-17,MarginPurchase,9676,175481
3846,6372091,6369296,136285,2025-04-18,MarginPurchase,10893,122597
3847,142742,141183,11187,2025-04-18,ShortSale,4076,16822
3848,215979291000,216020028000,5226821000,2025-04-18,MarginPurchaseMoney,401664000,4865894000
3849,6332335,6372091,158472,2025-04-21,MarginPurchase,12171,186057
3850,153581,142741,12422,2025-04-21,ShortSale,1237,24499
3851,212486669000,215979291000,5201109000,2025-04-21,MarginPurchaseMoney,555517000,8138214000
3852,6314432,6332334,149313,2025-04-22,MarginPurchase,9690,157525
3853,158935,153581,17994,2025-04-22,ShortSale,453,23801
3854,210932049000,212486633000,5148393000,2025-04-22,MarginPurchaseMoney,358796000,6344181000
3855,210393071000,210931695000,7693236000,2025-04-23,MarginPurchaseMoney,400660000,7831200000
3856,6324830,6314428,211137,2025-04-23,MarginPurchase,5752,194983
3857,171195,158935,19579,2025-04-23,ShortSale,615,32454
3858,176034,171195,13683,2025-04-24,ShortSale,2104,20626
3859,210093888000,210393071000,5985134000,2025-04-24,MarginPurchaseMoney,257523000,6026794000
3860,6315027,6324827,166996,2025-04-24,MarginPurchase,6488,170308
3861,208844606000,210093888000,8462948000,2025-04-25,MarginPurchaseMoney,733624000,8978606000
3862,6287149,6315024,205562,2025-04-25,MarginPurchase,15944,217493
3863,181743,176034,14368,2025-04-25,ShortSale,7404,27481
3864,6257807,6287144,143499,2025-04-28,MarginPurchase,7456,165380
3865,188107,181740,12719,2025-04-28,ShortSale,1172,20258
3866,208154193000,208844451000,6361410000,2025-04-28,MarginPurchaseMoney,284010000,6767658000
3867,6288080,6257805,200173,2025-04-29,MarginPurchase,10069,159829
3868,187901,188087,12666,2025-04-29,ShortSale,7234,19714
3869,209008974000,208154193000,7824410000,2025-04-29,MarginPurchaseMoney,270020000,6699609000
3870,6324021,6288075,209234,2025-04-30,MarginPurchase,6643,166645
3871,223452,187901,15015,2025-04-30,ShortSale,3161,53727
3872,209669672000,209008974000,7993945000,2025-04-30,MarginPurchaseMoney,238141000,7095106000
3873,6363772,6324018,256013,2025-05-02,MarginPurchase,14271,201988
3874,229893,223452,16006,2025-05-02,ShortSale,5071,27518
3875,209351182000,209669664000,10138925000,2025-05-02,MarginPurchaseMoney,493632000,9963775000
3876,247807,229893,21667,2025-05-05,ShortSale,4580,44161
3877,208867379000,209350024000,10251610000,2025-05-05,MarginPurchaseMoney,168534000,10565721000
3878,6419470,6363771,328032,2025-05-05,MarginPurchase,8553,263780
3879,6407488,6419466,193833,2025-05-06,MarginPurchase,5864,199947
3880,249405,247807,13816,2025-05-06,ShortSale,13564,28978
3881,209482846000,208867379000,7332828000,2025-05-06,MarginPurchaseMoney,141259000,6576102000
3882,6426039,6407488,197767,2025-05-07,MarginPurchase,3991,175225
3883,245334,249405,12933,2025-05-07,ShortSale,14401,23263
3884,209439756000,209482846000,6588812000,2025-05-07,MarginPurchaseMoney,132348000,6499554000
3885,241520,245334,12738,2025-05-08,ShortSale,9699,18623
3886,6446648,6426039,171035,2025-05-08,MarginPurchase,3423,147003
3887,209567416000,209439756000,7139092000,2025-05-08,MarginPurchaseMoney,183217000,6828215000
3888,6452396,6446646,184371,2025-05-09,MarginPurchase,5599,173022
3889,243892,241520,11246,2025-05-09,ShortSale,9420,23038
3890,209817781000,209567416000,8562656000,2025-05-09,MarginPurchaseMoney,147881000,8164410000
3891,247936,243892,11991,2025-05-12,ShortSale,3869,19904
3892,210111994000,209817781000,10339095000,2025-05-12,MarginPurchaseMoney,178221000,9866661000
3893,6440127,6452394,219724,2025-05-12,MarginPurchase,6255,225736
3894,210508471000,210111994000,13174764000,2025-05-13,MarginPurchaseMoney,237304000,12540983000
3895,249365,247936,15731,2025-05-13,ShortSale,9223,26383
3896,6432421,6440126,285221,2025-05-13,MarginPurchase,9687,283239
3897,6467866,6432419,319758,2025-05-14,MarginPurchase,7530,276781
3898,249025,249365,15597,2025-05-14,ShortSale,6230,21487
3899,212011750000,210508471000,15239881000,2025-05-14,MarginPurchaseMoney,383436000,13353166000
3900,6516233,6467865,273831,2025-05-15,MarginPurchase,7039,218424
3901,246762,249025,14280,2025-05-15,ShortSale,4423,16440
3902,213312394000,212011750000,11292961000,2025-05-15,MarginPurchaseMoney,277905000,9714412000
3903,6576589,6516231,295474,2025-05-16,MarginPurchase,9390,225726
3904,251631,246762,13638,2025-05-16,ShortSale,5507,24014
3905,216410527000,213312461000,13027341000,2025-05-16,MarginPurchaseMoney,270390000,9658885000
3906,6590796,6576586,249067,2025-05-19,MarginPurchase,6592,228265
3907,247001,251631,15821,2025-05-19,ShortSale,6530,17721
3908,216535926000,216410512000,10671252000,2025-05-19,MarginPurchaseMoney,229221000,10316617000
3909,250220,247001,9250,2025-05-20,ShortSale,10932,23401
3910,217435458000,216535926000,8824663000,2025-05-20,MarginPurchaseMoney,199543000,7725588000
3911,6577845,6590793,184992,2025-05-20,MarginPurchase,7214,190726
3912,6581828,6577844,214456,2025-05-21,MarginPurchase,8232,202240
3913,251121,250220,15085,2025-05-21,ShortSale,3726,19712
3914,217856446000,217435458000,9020046000,2025-05-21,MarginPurchaseMoney,161698000,8437360000
3915,6625821,6581826,242528,2025-05-22,MarginPurchase,4265,194268
3916,258703,251121,16660,2025-05-22,ShortSale,4734,28976
3917,220045068000,217856446000,10129285000,2025-05-22,MarginPurchaseMoney,260094000,7680569000
3918,257650,258703,14173,2025-05-23,ShortSale,7919,21039
3919,6639565,6625819,194239,2025-05-23,MarginPurchase,4950,175543
3920,219546355000,220045068000,9576443000,2025-05-23,MarginPurchaseMoney,205390000,9869766000
3921,6671803,6639559,204012,2025-05-26,MarginPurchase,4118,167650
3922,254589,257650,16095,2025-05-26,ShortSale,10911,23945
3923,220657750000,219546355000,9271290000,2025-05-26,MarginPurchaseMoney,127500000,8032395000
3924,251091,254589,15321,2025-05-27,ShortSale,8645,20468
3925,220599614000,220657750000,8090045000,2025-05-27,MarginPurchaseMoney,221238000,7926943000
3926,6682308,6671802,195811,2025-05-27,MarginPurchase,6144,179161
3927,250868,251091,15297,2025-05-28,ShortSale,5359,20433
3928,220246367000,220599614000,8194148000,2025-05-28,MarginPurchaseMoney,206366000,8341029000
3929,6692503,6682307,191192,2025-05-28,MarginPurchase,4509,176487
3930,6686786,6692500,178251,2025-05-29,MarginPurchase,4448,179517
3931,253505,250868,17058,2025-05-29,ShortSale,3955,23650
3932,221181413000,220246356000,9755653000,2025-05-29,MarginPurchaseMoney,211331000,8609265000
3933,6720366,6686782,220966,2025-06-02,MarginPurchase,3932,183450
3934,241299,253505,30104,2025-06-02,ShortSale,5664,23562
3935,221528741000,221181413000,8699752000,2025-06-02,MarginPurchaseMoney,214649000,8137775000
3936,6725980,6720364,160929,2025-06-03,MarginPurchase,3301,152012
3937,258209,241299,10614,2025-06-03,ShortSale,2393,29917
3938,221857705000,221528741000,7940122000,2025-06-03,MarginPurchaseMoney,160345000,7450813000
3939,6722847,6725980,210263,2025-06-04,MarginPurchase,5209,208187
3940,258561,258209,17888,2025-06-04,ShortSale,3333,21573
3941,222950998000,221857705000,11971035000,2025-06-04,MarginPurchaseMoney,215189000,10662553000
3942,255142,258561,15839,2025-06-05,ShortSale,5183,17603
3943,222431847000,222950998000,9326059000,2025-06-05,MarginPurchaseMoney,151683000,9693527000
3944,6718078,6722847,181074,2025-06-05,MarginPurchase,2611,183232
3945,6718618,6718073,145106,2025-06-06,MarginPurchase,4656,139905
3946,253471,255142,14117,2025-06-06,ShortSale,4334,16780
3947,222353111000,222431847000,7850053000,2025-06-06,MarginPurchaseMoney,183603000,7745186000
3948,6711081,6718617,175584,2025-06-09,MarginPurchase,4466,178654
3949,258795,253471,13647,2025-06-09,ShortSale,2045,21016
3950,222414142000,222353111000,8495636000,2025-06-09,MarginPurchaseMoney,190992000,8243613000
3951,257764,258795,17376,2025-06-10,ShortSale,2056,18401
3952,6692737,6711080,212397,2025-06-10,MarginPurchase,4479,226261
3953,220627683000,222414142000,10620450000,2025-06-10,MarginPurchaseMoney,129784000,12277125000
3954,6701904,6692910,215051,2025-06-11,MarginPurchase,2908,203149
3955,241157,257764,19117,2025-06-11,ShortSale,16410,18920
3956,222185864000,220627683000,12681027000,2025-06-11,MarginPurchaseMoney,127205000,10995641000
3957,255521,241157,13963,2025-06-12,ShortSale,2898,31225
3958,223680596000,222185864000,11220224000,2025-06-12,MarginPurchaseMoney,226698000,9498794000
3959,6724738,6701903,202194,2025-06-12,MarginPurchase,7256,172103
3960,223309479000,223680596000,10792924000,2025-06-13,MarginPurchaseMoney,174395000,10989646000
3961,277129,255521,21452,2025-06-13,ShortSale,1049,44109
3962,6735453,6724737,239106,2025-06-13,MarginPurchase,3863,224527
3963,6764455,6735460,173087,2025-06-16,MarginPurchase,5237,138855
3964,259082,277129,31766,2025-06-16,ShortSale,2607,16326
3965,224418003000,223309933000,9019609000,2025-06-16,MarginPurchaseMoney,172847000,7738692000
3966,6771412,6764454,183504,2025-06-17,MarginPurchase,6632,169914
3967,240999,259082,20284,2025-06-17,ShortSale,13723,15924
3968,224287636000,224418003000,10952309000,2025-06-17,MarginPurchaseMoney,198927000,10883749000
3969,6781132,6777754,183018,2025-06-18,MarginPurchase,3668,175972
3970,249242,240999,16678,2025-06-18,ShortSale,8396,33317
3971,224753502000,224287636000,10823302000,2025-06-18,MarginPurchaseMoney,199254000,10158182000
3972,6787542,6781271,188909,2025-06-19,MarginPurchase,11439,171199
3973,249190,249242,19798,2025-06-19,ShortSale,1829,21575
3974,225036136000,224753502000,9757954000,2025-06-19,MarginPurchaseMoney,289439000,9185881000
3975,239496,249190,19249,2025-06-20,ShortSale,11954,21509
3976,224123342000,225036136000,8942807000,2025-06-20,MarginPurchaseMoney,350669000,9504932000
3977,6772583,6787540,178357,2025-06-20,MarginPurchase,13923,179391
3978,6762840,6767745,147785,2025-06-23,MarginPurchase,5027,147663
3979,233144,239496,20180,2025-06-23,ShortSale,3635,17463
3980,224437558000,224123355000,7307806000,2025-06-23,MarginPurchaseMoney,151223000,6842380000
3981,6746897,6762824,224552,2025-06-24,MarginPurchase,3791,236688
3982,234046,233144,25701,2025-06-24,ShortSale,4644,31247
3983,224318492000,224437549000,10810927000,2025-06-24,MarginPurchaseMoney,177628000,10752356000
3984,234735,234046,14542,2025-06-25,ShortSale,4452,19683
3985,6768567,6746890,218289,2025-06-25,MarginPurchase,3338,193274
3986,224189539000,224318492000,11531363000,2025-06-25,MarginPurchaseMoney,120648000,11539668000
